dataset,seed,method,ensemble_type,ensemble_size,ensemble_unique_size,nll_test,c1,c2,epi_scalar,ensemble_time,calibration_time,path,misclassification,threshold,set_size,auc,aurac,aorac,ece,ece_adaptive,brier_score,conformal_coverage,conformal_set_size
imdb,1,pure_logits,greedy_50_temp_pool_then_calibrate,50,18,0.1030050814151763,1.0714285714285714,,,0.1011195182800293,0.0104255676269531,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.03216,0.947060595353925,1.11128,0.9910968173306933,0.9837534906872707,0.016246509312729307,0.003695922574996911,0.0032523998045921277,0.05133919190838582,0.9918,1.1448
imdb,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.0983807742595672,1.5673469387755103,,,0.1011195182800293,0.0076947212219238,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.03228,0.9579239491627013,1.09556,0.9937293712073798,0.9861278677191443,0.013872132280855709,0.005322243046760533,0.005178840737342812,0.05167250986254545,0.98945,1.0883
imdb,1,pure_logits,greedy_50_temp_calibrate_then_pool,50,18,0.0980682745575904,1.795052061640983,0.0,1.0,0.1011195182800293,6.092376708984375,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz,0.0316,0.954576248590888,1.09324,0.9938115542154028,0.9862106194066754,0.013789380593324574,0.0044834234213829245,0.006574837055206249,0.05088999999871956,0.9901,1.091
imdb,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.0995601043105125,1.7804581424406498,0.0,1.0,0.1011195182800293,1.2873940467834473,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz,0.03156,0.9579239491627013,1.0926,0.9938454456661452,0.9862495056210112,0.013750494378988787,0.004691652667522384,0.006775319600105266,0.05151479067873739,0.9898,1.08775
imdb,1,pure_logits,greedy_5_post_calib,5,5,0.097522459924221,1.4077634319033736,1.814244064972928,1.0,0.1011195182800293,14.117453813552856,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_5_post_calib_2025-09-23.npz,0.0324,0.9509621946209896,1.0978,0.9934506779454958,0.9858452042860267,0.014154795713973267,0.00290714704275133,0.003137879614830058,0.05117789803360123,0.9894,1.08925
imdb,1,pure_logits,greedy_50_post_calib,50,18,0.0975896790623664,1.535360266555602,0.6697209496043316,1.0,0.1011195182800293,13.891727924346924,llm_experiments_data/arrays/extended_imdb_1_pure_logits_greedy_50_post_calib_2025-09-23.npz,0.03164,0.9509621946209896,1.10496,0.9928824081412085,0.9854834586969089,0.014516541303091102,0.0027485176038742104,0.0027879432916641184,0.050633152630066555,0.99095,1.1077
imdb,2,pure_logits,greedy_5_baseline,5,5,0.1148613765835762,,,,0.1038947105407714,0.0,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_baseline_2025-09-23.npz,0.0332,0.9885496566989003,1.09592,0.9936989271673133,0.9861212479091997,0.01387875209080025,0.01566660176753994,0.01600844338417055,0.054099826909898854,0.9885,1.084
imdb,2,pure_logits,greedy_50_baseline,50,15,0.1020261943340301,,,,0.1038947105407714,0.0,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_baseline_2025-09-23.npz,0.03128,0.947060595353925,1.1078,0.9911494599356543,0.9837227341303949,0.016277265869605095,0.0024444831633567998,0.002746486842632256,0.051258581440689024,0.98865,1.0933
imdb,2,pure_logits,greedy_50_temp_pool_then_calibrate,50,15,0.102026529610157,1.0714285714285714,,,0.1038947105407714,0.0098152160644531,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.03128,0.9383014287164605,1.10932,0.9911494663356584,0.9837227341303949,0.016277265869605095,0.00287528962612152,0.00407591022729872,0.05127201416134645,0.98865,1.0933
imdb,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.1007403060793876,1.5122448979591838,,,0.1038947105407714,0.0095963478088378,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.0332,0.9509621946209896,1.09684,0.9936989335673175,0.9861212479091997,0.01387875209080025,0.0061631241416931215,0.006961682982444751,0.05332559853449378,0.9885,1.084
imdb,2,pure_logits,greedy_50_temp_calibrate_then_pool,50,15,0.0970130041241645,1.7804581424406498,0.0,1.0,0.1038947105407714,5.790647745132446,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz,0.03104,0.947060595353925,1.0898,0.9939504473282863,0.9862231415588483,0.01377685844115173,0.003954903893470712,0.007209370734691626,0.05034638223838143,0.9887,1.07805
imdb,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.1005926430225372,1.7114369012911288,0.0,1.0,0.1038947105407714,1.2738680839538574,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz,0.03196,0.954576248590888,1.09752,0.9938787352823906,0.986188005281993,0.013811994718006981,0.004273322288990023,0.007377675349712358,0.052043913564131836,0.989,1.0846
imdb,2,pure_logits,greedy_5_post_calib,5,5,0.0998461842536926,1.4511953352769682,1.5993336109954186,1.0,0.1038947105407714,2.5493252277374268,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_5_post_calib_2025-09-23.npz,0.03296,0.9428485727976632,1.09696,0.9936189175161071,0.9860491217406989,0.01395087825930108,0.004164612438678733,0.005021831479072535,0.052778963421013805,0.9884,1.08605
imdb,2,pure_logits,greedy_50_post_calib,50,15,0.0963173434138298,1.6423157017909205,0.5247813411078717,1.0,0.1038947105407714,16.064687967300415,llm_experiments_data/arrays/extended_imdb_2_pure_logits_greedy_50_post_calib_2025-09-23.npz,0.03104,0.9383014287164605,1.09296,0.9935981815028361,0.9859666523114848,0.014033347688515163,0.0027853773164748697,0.004717726094722757,0.05024294292705889,0.98915,1.08615
imdb,3,pure_logits,greedy_5_baseline,5,5,0.1178968921303749,,,,0.0989115238189697,0.0,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_baseline_2025-09-23.npz,0.03408,0.9885496566989003,1.1086,0.9929577290364321,0.9855251371200042,0.014474862879995776,0.014888130598068233,0.01575205338001247,0.05556464419177586,0.98765,1.09015
imdb,3,pure_logits,greedy_50_baseline,50,19,0.1088101491332054,,,,0.0989115238189697,0.0,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_baseline_2025-09-23.npz,0.03152,0.9579239491627013,1.12536,0.9914354310589413,0.9843763147406392,0.015623685259360753,0.007522250108718835,0.007687374053001454,0.05215554208110401,0.9876,1.0887
imdb,3,pure_logits,greedy_50_temp_pool_then_calibrate,50,19,0.1058697625994682,1.126530612244898,,,0.0989115238189697,0.0101017951965332,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.03152,0.9428485727976632,1.13264,0.9914354694593546,0.9843774795630039,0.015622520436996079,0.0030372114419936615,0.004555615024566663,0.052133618216185916,0.9876,1.0887
imdb,3,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.105005607008934,1.4020408163265308,,,0.0989115238189697,0.0095829963684082,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.03408,0.9610249264065008,1.10952,0.992957751436673,0.9855251371200042,0.014474862879995776,0.011324707846641495,0.01140296235561375,0.055613136878318745,0.98765,1.09015
imdb,3,pure_logits,greedy_50_temp_calibrate_then_pool,50,19,0.0995146557688713,1.7397251145356103,0.0,1.0,0.0989115238189697,12.696752786636353,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz,0.03136,0.9579239491627013,1.093,0.9935414217160314,0.9859399361122589,0.014060063887741059,0.00678068287849431,0.0066788425731658715,0.05169889520000445,0.9889,1.08035
imdb,3,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.1031830087304115,1.657009579341941,0.0,1.0,0.0989115238189697,37.16633057594299,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz,0.03292,0.9610249264065008,1.10664,0.993117029950255,0.9856704619611472,0.01432953803885284,0.007147747347354889,0.007182417871952052,0.05404826724077853,0.98895,1.09095
imdb,3,pure_logits,greedy_5_post_calib,5,5,0.1030147820711135,1.6290712203248647,0.326530612244898,1.0,0.0989115238189697,2.563664197921753,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_5_post_calib_2025-09-23.npz,0.03296,0.9610249264065008,1.10712,0.9930797879495905,0.9856557698467598,0.014344230153240156,0.006199665393829327,0.006199677045345327,0.053963287907065775,0.9888,1.0923
imdb,3,pure_logits,greedy_50_post_calib,50,19,0.0991458222270011,1.53076218242399,0.6397334443981675,1.0,0.0989115238189697,18.334806203842163,llm_experiments_data/arrays/extended_imdb_3_pure_logits_greedy_50_post_calib_2025-09-23.npz,0.03168,0.9509621946209896,1.10636,0.9926662123001784,0.9852994148103915,0.014700585189608484,0.0053299737787246716,0.006039988727569602,0.05138871764871938,0.988,1.0816
imdb,4,pure_logits,greedy_5_baseline,5,5,0.122335098683834,,,,0.1000404357910156,0.0,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_5_baseline_2025-09-23.npz,0.03324,0.992191306592376,1.09308,0.9935110521355315,0.9859904463908261,0.014009553609173886,0.01687234150648119,0.017315869352817568,0.05484371155365334,0.9884,1.08405
imdb,4,pure_logits,greedy_50_baseline,50,14,0.1074721291661262,,,,0.1000404357910156,0.0,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_baseline_2025-09-23.npz,0.03332,0.9579239491627013,1.11416,0.9906149942389754,0.983564856504251,0.01643514349574904,0.004783966190815018,0.005173490259647402,0.05334408032315829,0.98835,1.0964
imdb,4,pure_logits,greedy_50_temp_pool_then_calibrate,50,14,0.1072030439972877,1.0163265306122449,,,0.1000404357910156,0.0105204582214355,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.03332,0.954576248590888,1.10916,0.9906150070389766,0.983564856504251,0.01643514349574904,0.003919986548423726,0.004157536711692858,0.05331708084275673,0.98835,1.0964
imdb,4,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.1014102846384048,1.5122448979591838,,,0.1000404357910156,0.0076649188995361,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.03324,0.9610249264065008,1.09328,0.9935110905355358,0.9859904463908261,0.014009553609173886,0.00818303530216221,0.008392656030654921,0.05337755200971712,0.9884,1.08405
imdb,4,pure_logits,greedy_50_temp_calibrate_then_pool,50,14,0.1013219058513641,1.657009579341941,0.0,1.0,0.1000404357910156,5.932125806808472,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz,0.03308,0.9610249264065008,1.09576,0.9936475705495111,0.9860724021885409,0.013927597811459136,0.008922298262119335,0.008922292895317116,0.05304093786142083,0.9894,1.08895
imdb,4,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.1026538833975792,1.7114369012911288,0.0,1.0,0.1000404357910156,6.030805826187134,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz,0.03304,0.9638973636691187,1.09736,0.9936737945521966,0.9860831605803286,0.013916839419671367,0.008998252594470988,0.009066183047294604,0.05360124849016759,0.9884,1.0811
imdb,4,pure_logits,greedy_5_post_calib,5,5,0.1012125760316848,1.5184173261141192,1.1895043731778423,1.0,0.1000404357910156,2.53559947013855,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_5_post_calib_2025-09-23.npz,0.0334,0.9638973636691187,1.09736,0.9935274553372114,0.9859986627997077,0.014001337200292285,0.006935789630413075,0.007152657868862105,0.05316188577930995,0.9882,1.0826
imdb,4,pure_logits,greedy_50_post_calib,50,14,0.1013088077306747,1.4192086630570595,0.6097459391920034,1.0,0.1000404357910156,11.236779928207396,llm_experiments_data/arrays/extended_imdb_4_pure_logits_greedy_50_post_calib_2025-09-23.npz,0.03296,0.9579239491627013,1.10228,0.9926363928459666,0.9852987490617404,0.01470125093825958,0.007461977860927604,0.007461881725788152,0.05276885888831696,0.9892,1.09165
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_baseline,5,5,0.5085240006446838,,,,4.590924739837647,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_baseline_2025-09-23.npz,0.19524617996604415,0.9804316278758956,2.413978494623656,0.9290633270075307,0.9066999582004225,0.09330004179957752,0.023716453270987738,0.024754308935741823,0.28168347601056487,0.9936350777934936,2.5063649222065063
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_baseline,50,21,0.4772296249866485,,,,4.590924739837647,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_baseline_2025-09-23.npz,0.18845500848896435,0.9690227498992263,2.1723259762309,0.9368018379395576,0.9174950269338471,0.0825049730661529,0.03363745552068656,0.03351194208701857,0.27302437204942087,0.9936350777934936,2.3323903818953324
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_pool_then_calibrate,50,21,0.4756306111812591,1.0714285714285714,,,4.590924739837647,0.0089921951293945,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.18845500848896435,0.9610249264065008,2.1661007357102435,0.9368225785097898,0.917528046939206,0.08247195306079402,0.026254803633784324,0.025865168197383045,0.2715013994446972,0.9936350777934936,2.3306223479490806
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.5069676637649536,1.0714285714285714,,,4.590924739837647,0.0090553760528564,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.19524617996604415,0.9753793916128501,2.4193548387096775,0.9290695234186525,0.9067197252154624,0.0932802747845376,0.01725812410660632,0.027229209251840976,0.2816774492904298,0.993988684582744,2.4932814710042432
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_temp_calibrate_then_pool,50,21,0.4708002209663391,1.6423157017909205,0.0,1.0,4.590924739837647,8.206713676452637,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz,0.18845500848896435,0.9428485727976632,2.020656479909451,0.9415639636146627,0.9262935464289581,0.07370645357104189,0.047262057754773476,0.04149786216361278,0.26877233918778237,0.9971711456859972,2.274045261669024
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4807940423488617,1.53076218242399,0.0,1.0,4.590924739837647,1.6397099494934082,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz,0.19100169779286927,0.9579239491627013,2.214204867006225,0.9379113993176187,0.9208516651220418,0.07914833487795825,0.03627976302919784,0.030359081261968894,0.2734393730730333,0.9946958981612447,2.283946251768034
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_5_post_calib,5,5,0.4809848666191101,1.5060724698042485,0.2448979591836734,1.0,4.590924739837647,3.2320878505706787,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_5_post_calib_2025-09-23.npz,0.19128466327108093,0.9610249264065008,2.257215619694397,0.9375954362587753,0.9202552172681663,0.07974478273183372,0.03453921759000389,0.02785694485305728,0.27347846826291117,0.9943422913719944,2.2842998585572842
mteb/tweet_sentiment_extraction,0,pure_logits,greedy_50_post_calib,50,21,0.4686969518661499,1.4393002915451896,0.6547271970012495,1.0,4.590924739837647,24.458659410476685,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_0_pure_logits_greedy_50_post_calib_2025-09-23.npz,0.19015280135823429,0.9509621946209896,2.0512167515563102,0.9404750961557914,0.9238375424651475,0.07616245753485251,0.03837789731742166,0.0384756247151957,0.26870015401046254,0.9968175388967468,2.281117397454031
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_baseline,5,5,0.5095067620277405,,,,0.0948724746704101,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_baseline_2025-09-23.npz,0.1853423882286361,0.9855933637950631,2.2736276174306735,0.934845249918851,0.9096469903512447,0.09035300964875526,0.026420891976450936,0.038333906534369806,0.27869575135249086,0.9883309759547383,2.1913012729844414
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_baseline,50,23,0.4770248830318451,,,,0.0948724746704101,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_baseline_2025-09-23.npz,0.18562535370684777,0.9690227498992263,2.199773627617431,0.9369353206473603,0.9158784078673936,0.0841215921326064,0.023473635206265706,0.024208943791219437,0.27075797928907086,0.9929278642149929,2.285007072135785
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_temp_pool_then_calibrate,50,23,0.4765161573886871,1.0714285714285714,,,0.0948724746704101,0.0102887153625488,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.18562535370684777,0.9638973636691187,2.229202037351443,0.9369683244756878,0.9160306854239558,0.08396931457604417,0.02179075870293985,0.024164095773964063,0.26976898039362907,0.9936350777934936,2.2913719943422914
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.5042905211448669,1.126530612244898,,,0.0948724746704101,0.0094611644744873,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.1853423882286361,0.9771939142407526,2.248443689869836,0.9347352591141966,0.9098414561450724,0.09015854385492761,0.01808609443663473,0.03225005683280953,0.27830207609507646,0.9904526166902404,2.2086280056577086
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_temp_calibrate_then_pool,50,23,0.4692703485488891,1.6290712203248647,0.0,1.0,0.0948724746704101,8.284047603607178,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz,0.18590831918505943,0.9428485727976632,2.006508205998868,0.9415602411568985,0.9259691366591923,0.07403086334080766,0.037358159929868094,0.042753544916996004,0.26764317942378657,0.9936350777934936,2.1060820367751063
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4752934277057647,1.573744273219492,0.0,1.0,0.0948724746704101,17.512184381484985,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz,0.18562535370684777,0.9428485727976632,2.0407470288624787,0.9399267434941104,0.9221501480933829,0.07784985190661708,0.045572501955628744,0.037430728104199534,0.27028009808267134,0.9929278642149929,2.15983026874116
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_5_post_calib,5,5,0.4754492342472076,1.5481549354435653,0.2448979591836734,1.0,0.0948724746704101,3.732641696929932,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_5_post_calib_2025-09-23.npz,0.18590831918505943,0.9428485727976632,2.0336728919071874,0.9397133926185394,0.9215550469616146,0.07844495303838539,0.04596922604391381,0.034201496053565074,0.2703119406918448,0.9929278642149929,2.1651343705799153
mteb/tweet_sentiment_extraction,1,pure_logits,greedy_50_post_calib,50,23,0.467235267162323,1.4511953352769682,0.5847563515201999,1.0,0.0948724746704101,49.96438455581665,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_1_pure_logits_greedy_50_post_calib_2025-09-23.npz,0.1861912846632711,0.9509621946209896,2.0534804753820035,0.9407784341816701,0.9237147752504838,0.07628522474951616,0.03503677955642554,0.036162266858769596,0.26719397732348216,0.9932814710042432,2.087694483734088
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_5_baseline,5,5,0.4976391792297363,,,,0.0964767932891845,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_5_baseline_2025-09-23.npz,0.18704018109790604,0.9804316278758956,2.43350311262026,0.9314046892508365,0.9087807909804045,0.09121920901959546,0.021268171682557475,0.024986377790207667,0.27504912371534945,0.9869165487977369,2.297029702970297
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_baseline,50,23,0.4738423824310303,,,,0.0964767932891845,0.0,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_baseline_2025-09-23.npz,0.18138087153367288,0.9753793916128501,2.32088285229202,0.936693719732232,0.9137641726061754,0.08623582739382463,0.016221128796276303,0.021270879974929213,0.2671989292594304,0.9851485148514851,2.0887553041018387
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_temp_pool_then_calibrate,50,23,0.4736723005771637,1.0163265306122449,,,0.0964767932891845,0.0114471912384033,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_temp_pool_then_calibrate_2025-09-23.npz,0.18138087153367288,0.9734204999598582,2.309564233163554,0.9367032704706872,0.9137904835651531,0.08620951643484687,0.014261983001913552,0.02083563741378752,0.2670019403452007,0.9844413012729845,2.0855728429985856
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_5_temp_pool_then_calibrate,5,5,0.4971521198749542,1.0714285714285714,,,0.0964767932891845,0.0118372440338134,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_5_temp_pool_then_calibrate_2025-09-23.npz,0.18704018109790604,0.9753793916128501,2.437181663837012,0.9314293347966417,0.9087833927053246,0.0912166072946754,0.021454566926286937,0.025148132441741425,0.27543816449321257,0.987977369165488,2.312234794908062
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_50_temp_calibrate_then_pool,50,23,0.4690310955047607,1.6555601832569764,0.0,1.0,0.0964767932891845,16.75113081932068,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_50_temp_calibrate_then_pool_2025-09-23.npz,0.17940011318619128,0.9428485727976632,2.0407470288624787,0.9411109709033832,0.9255276048290312,0.07447239517096882,0.032113420133477386,0.03399897085520665,0.2655534439870901,0.9893917963224894,1.9862093352192363
mteb/tweet_sentiment_extraction,2,pure_logits,greedy_5_temp_calibrate_then_pool,5,5,0.4765774309635162,1.535360266555602,0.0,1.0,0.0964767932891845,1.7006855010986328,llm_experiments_data/arrays/extended_mteb_tweet_sentiment_extraction_2_pure_logits_greedy_5_temp_calibrate_then_pool_2025-09-23.npz,0.18788907753254103,0.9509621946209896,2.128466327108093,0.9387591359937408,0.921750110676686,0.078249889323314,0.031705620586366126,0.03225608170875803,0.2703524826089323,0.9872701555869873,2.007425742574257
